City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
342,kyzylorda,44.8528,65.5092,-5.07,77,100,9.44,KZ,1706472495
343,al bab,36.3699,37.5179,6.51,65,90,2.91,SY,1706472496
344,dambulla,7.86,80.6517,22.13,93,80,2.03,LK,1706472497
345,jackson,42.4165,-122.8345,17.73,94,100,0.0,US,1706472412
346,kirakira,-10.4544,161.9205,26.7,88,100,3.76,SB,1706472497
347,ha'il,27.5219,41.6907,10.01,57,0,2.06,SA,1706472498
348,zirc,47.2636,17.8737,-2.61,83,100,0.19,HU,1706472498
349,ribeira brava,32.65,-17.0667,21.35,74,25,0.94,PT,1706472499
350,chekmagush,55.1319,54.6556,-17.39,98,57,1.27,RU,1706472499
351,bubaque,11.2833,-15.8333,26.44,70,44,5.84,GW,1706472500
352,mili,6.0815,171.735,27.1,83,100,8.49,MH,1706472500
353,guapore,-28.8456,-51.8903,21.51,96,89,1.32,BR,1706472500
354,naze,28.3667,129.4833,11.62,63,64,4.21,JP,1706472501
355,arauco,-37.2463,-73.3175,24.49,40,1,4.88,CL,1706472501
356,manggar,-2.8833,108.2667,25.86,87,100,3.96,ID,1706472501
357,necochea,-38.5473,-58.7368,31.13,32,100,9.72,AR,1706472502
358,eyl,7.9803,49.8164,25.11,89,82,4.61,SO,1706472502
